SER_REF,TIME_REF,DATA_VAL,STATUS,UNITS,Subject,Group,Series_title_1,Series_title_2,Series_title_3
CPIM.SE2041F,2006.11,1000,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2006.12,969,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2007.01,1010,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2007.02,1062,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2007.03,1021,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2007.04,1018,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2007.05,1033,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2007.06,1021,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2007.07,1053,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2007.08,1033,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2007.09,1060,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2007.10,1062,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2007.11,1068,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2007.12,1054,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2008.01,1081,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2008.02,1121,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2008.03,1090,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2008.04,1103,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2008.05,1115,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2008.06,1099,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2008.07,1095,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2008.08,1093,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2008.09,1104,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2008.10,1109,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2008.11,1105,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2008.12,1115,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2009.01,1111,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2009.02,1141,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2009.03,1145,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2009.04,1146,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2009.05,1136,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2009.06,1115,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2009.07,1106,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2009.08,1122,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2009.09,1129,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2009.10,1127,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2009.11,1129,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2009.12,1111,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2010.01,1134,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2010.02,1179,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2010.03,1166,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2010.04,1168,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2010.05,1161,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2010.06,1143,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2010.07,1135,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2010.08,1132,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2010.09,1129,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2010.10,1130,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2010.11,1139,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2010.12,1136,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2011.01,1148,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2011.02,1178,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2011.03,1177,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2011.04,1151,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2011.05,1162,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2011.06,1141,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2011.07,1146,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2011.08,1149,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2011.09,1165,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2011.10,1168,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2011.11,1166,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2011.12,1175,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2012.01,1172,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2012.02,1214,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2012.03,1191,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2012.04,1153,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2012.05,1154,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2012.06,1163,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2012.07,1170,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2012.08,1149,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2012.09,1138,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2012.10,1166,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2012.11,1173,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2012.12,1170,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2013.01,1187,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2013.02,1213,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2013.03,1208,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2013.04,1179,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2013.05,1192,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2013.06,1187,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2013.07,1178,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2013.08,1180,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2013.09,1162,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2013.10,1179,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2013.11,1188,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2013.12,1201,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2014.01,1204,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2014.02,1226,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2014.03,1226,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2014.04,1205,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2014.05,1227,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2014.06,1216,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2014.07,1197,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2014.08,1219,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2014.09,1202,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2014.10,1200,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2014.11,1229,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2014.12,1227,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2015.01,1255,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2015.02,1261,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2015.03,1226,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2015.04,1233,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2015.05,1220,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2015.06,1222,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2015.07,1220,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2015.08,1225,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2015.09,1234,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2015.10,1243,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2015.11,1275,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2015.12,1241,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2016.01,1272,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2016.02,1302,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2016.03,1276,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2016.04,1296,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2016.05,1262,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2016.06,1265,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2016.07,1269,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2016.08,1296,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2016.09,1285,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2016.10,1302,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2016.11,1318,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2016.12,1320,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2017.01,1329,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2017.02,1366,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2017.03,1360,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2017.04,1385,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2017.05,1381,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2017.06,1394,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2017.07,1356,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2017.08,1387,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2017.09,1359,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2017.10,1399,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2017.11,1400,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2017.12,1413,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2018.01,1450,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2018.02,1467,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2018.03,1460,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2018.04,1428,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2018.05,1433,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2018.06,1437,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2018.07,1461,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2018.08,1446,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2018.09,1475,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2018.10,1478,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2018.11,1506,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2018.12,1505,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2019.01,1547,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2019.02,1575,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2019.03,1600,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2019.04,1590,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2019.05,1540,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2019.06,1550,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2019.07,1533,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2019.08,1545,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2019.09,1558,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2019.10,1556,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2019.11,1595,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2019.12,1564,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2020.01,1577,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2020.02,1611,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2020.03,1656,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2020.04,1549,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2020.05,1548,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2020.06,1572,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2020.07,1568,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2020.08,1540,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2020.09,1608,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2020.10,1597,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2020.11,1646,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2020.12,1645,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2021.01,1681,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2021.02,1654,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2021.03,1661,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2021.04,1665,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2021.05,1669,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2021.06,1661,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2021.07,1652,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2021.08,1667,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2021.09,1689,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2021.10,1722,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2021.11,1759,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2021.12,1721,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2022.01,1749,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2022.02,1760,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2022.03,1737,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2022.04,1757,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2022.05,1758,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2022.06,1743,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2022.07,1721,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2022.08,1682,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2022.09,1705,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2022.10,1764,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2022.11,1768,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2022.12,1736,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2023.01,1754,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2023.02,1762,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2023.03,1770,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2023.04,1781,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2023.05,1781,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2023.06,1734,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2023.07,1764,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2023.08,1762,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE2041F,2023.09,1780,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow
CPIM.SE3041F,2006.11,1000,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow
